"Table_Number","Year","Measure","Indigenous_Status","Remoteness","Housing_Type","Year_Dollars","Description1","Description2","Description3","Description4","Description5","Description6","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Total","Aust"
"18A.54","2021","Self-reported benefits of living in social housing - Community housing","All people","All areas","Community housing","","Community housing","Self-reported benefit","All households","Wellbeing","Enjoy better health","","","AIHW (unpublished) National Social Housing Survey","%","80.2","80.5","82.9","84.2","83.8","84.6","80.3","na","","81.6"
"18A.54","2021","Self-reported benefits of living in social housing - Community housing","All people","All areas","Community housing","","Community housing","Self-reported benefit","All households","Wellbeing","Enjoy better health","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","4.5","5.6","3.9","5.9","3.4","4.5","6.4","na","","2.4"
"18A.54","2021","Self-reported benefits of living in social housing - Community housing","All people","All areas","Community housing","","Community housing","Self-reported benefit","All households","Wellbeing","Enjoy better health","","RSE","AIHW (unpublished) National Social Housing Survey","%","2.9","3.5","2.4","3.6","2.1","2.7","4.1","na","","1.5"
"18A.54","2021","Self-reported benefits of living in social housing - Community housing","All people","All areas","Community housing","","Community housing","Self-reported benefit","All households","Wellbeing","Feel more settled","","","AIHW (unpublished) National Social Housing Survey","%","94.8","95.2","91.3","95.1","95.7","94.9","89.4","na","","94.6"
"18A.54","2021","Self-reported benefits of living in social housing - Community housing","All people","All areas","Community housing","","Community housing","Self-reported benefit","All households","Wellbeing","Feel more settled","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","2.5","2.9","2.7","3.0","1.7","2.5","4.6","na","","1.3"
"18A.54","2021","Self-reported benefits of living in social housing - Community housing","All people","All areas","Community housing","","Community housing","Self-reported benefit","All households","Wellbeing","Feel more settled","","RSE","AIHW (unpublished) National Social Housing Survey","%","1.3","1.5","1.5","1.6","0.9","1.4","2.6","na","","0.7"
"18A.54","2021","Self-reported benefits of living in social housing - Community housing","All people","All areas","Community housing","","Community housing","Self-reported benefit","All households","Wellbeing","Feel more able to cope with life events","","","AIHW (unpublished) National Social Housing Survey","%","84.7","92.2","88.1","88.8","89.3","90.1","84.2","na","","87.5"
"18A.54","2021","Self-reported benefits of living in social housing - Community housing","All people","All areas","Community housing","","Community housing","Self-reported benefit","All households","Wellbeing","Feel more able to cope with life events","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","4.2","3.8","3.3","4.9","2.8","3.7","5.7","na","","2.1"
"18A.54","2021","Self-reported benefits of living in social housing - Community housing","All people","All areas","Community housing","","Community housing","Self-reported benefit","All households","Wellbeing","Feel more able to cope with life events","","RSE","AIHW (unpublished) National Social Housing Survey","%","2.5","2.1","1.9","2.8","1.6","2.1","3.4","na","","1.3"
"18A.54","2021","Self-reported benefits of living in social housing - Community housing","All people","All areas","Community housing","","Community housing","Self-reported benefit","All households","Social connection","Feel part of the local community","","","AIHW (unpublished) National Social Housing Survey","%","80.2","83.1","82.7","87.6","78.6","80.2","82.9","na","","81.3"
"18A.54","2021","Self-reported benefits of living in social housing - Community housing","All people","All areas","Community housing","","Community housing","Self-reported benefit","All households","Social connection","Feel part of the local community","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","4.7","5.3","3.9","5.1","3.7","5.0","5.9","na","","2.5"
"18A.54","2021","Self-reported benefits of living in social housing - Community housing","All people","All areas","Community housing","","Community housing","Self-reported benefit","All households","Social connection","Feel part of the local community","","RSE","AIHW (unpublished) National Social Housing Survey","%","3.0","3.2","2.4","3.0","2.4","3.2","3.6","na","","1.6"
"18A.54","2021","Self-reported benefits of living in social housing - Community housing","All people","All areas","Community housing","","Community housing","Self-reported benefit","All households","Social connection","Able to continue living in this area","","","AIHW (unpublished) National Social Housing Survey","%","92.5","94.2","89.2","93.0","93.5","93.2","88.0","na","","92.6"
"18A.54","2021","Self-reported benefits of living in social housing - Community housing","All people","All areas","Community housing","","Community housing","Self-reported benefit","All households","Social connection","Able to continue living in this area","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","2.7","3.2","3.1","3.8","2.1","3.0","5.0","na","","1.5"
"18A.54","2021","Self-reported benefits of living in social housing - Community housing","All people","All areas","Community housing","","Community housing","Self-reported benefit","All households","Social connection","Able to continue living in this area","","RSE","AIHW (unpublished) National Social Housing Survey","%","1.5","1.7","1.8","2.1","1.1","1.7","2.9","na","","0.8"
"18A.54","2021","Self-reported benefits of living in social housing - Community housing","All people","All areas","Community housing","","Community housing","Self-reported benefit","All households","Economic participation","Able to manage rent/money better","","","AIHW (unpublished) National Social Housing Survey","%","92.2","92.2","93.9","95.0","93.7","92.3","87.4","na","","92.8"
"18A.54","2021","Self-reported benefits of living in social housing - Community housing","All people","All areas","Community housing","","Community housing","Self-reported benefit","All households","Economic participation","Able to manage rent/money better","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","3.0","3.7","2.3","3.0","2.0","3.1","5.2","na","","1.6"
"18A.54","2021","Self-reported benefits of living in social housing - Community housing","All people","All areas","Community housing","","Community housing","Self-reported benefit","All households","Economic participation","Able to manage rent/money better","","RSE","AIHW (unpublished) National Social Housing Survey","%","1.7","2.0","1.2","1.6","1.1","1.7","3.0","na","","0.9"
"18A.54","2021","Self-reported benefits of living in social housing - Community housing","All people","All areas","Community housing","","Community housing","Self-reported benefit","All households","Economic participation","Feel more able to improve job situation","","","AIHW (unpublished) National Social Housing Survey","%","57.9","75.2","72.5","70.3","68.6","68.1","70.0","na","","65.5"
"18A.54","2021","Self-reported benefits of living in social housing - Community housing","All people","All areas","Community housing","","Community housing","Self-reported benefit","All households","Economic participation","Feel more able to improve job situation","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","8.8","8.3","6.9","11.7","6.1","8.3","9.5","na","","4.6"
