Table_Number,Year,Measure,Age,Indigenous_Status,Remoteness,Service_Type,Client_Type,Year_Dollars,Description1,Description2,Description3,Description4,Description5,Description6,Data_Source,Unit,NSW,Vic,Qld,WA,SA,Tas,ACT,NT,Aust
19A.30,2019-20,Achievement of independent housing on exit,All ages,All people,All areas,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing; with independent housing,All clients,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,32286.0,45698.0,19606.0,6448.0,5242.0,3637.0,1595.0,1775.0,114631.0
19A.30,2019-20,Achievement of independent housing on exit,All ages,All people,All areas,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing; with independent housing,All clients,Before support,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,50.0,55.2,48.4,46.1,43.2,41.0,42.2,57.8,51.2
19A.30,2019-20,Achievement of independent housing on exit,All ages,All people,All areas,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing; with independent housing,All clients,After support,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,67.2,63.9,63.9,56.8,72.5,58.9,65.2,64.0,64.9
19A.30,2019-20,Achievement of independent housing on exit,All ages,Aboriginal and Torres Strait Islander people,All areas,Housing/accommodation assistance,Aboriginal and Torres Strait Islander people,,Clients who needed assistance to obtain or maintain independent housing; with independent housing,Aboriginal and Torres Strait Islander clients,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,10214.0,4211.0,6587.0,2405.0,1428.0,552.0,238.0,1438.0,26472.0
19A.30,2019-20,Achievement of independent housing on exit,All ages,Aboriginal and Torres Strait Islander people,All areas,Housing/accommodation assistance,Aboriginal and Torres Strait Islander people,,Clients who needed assistance to obtain or maintain independent housing; with independent housing,Aboriginal and Torres Strait Islander clients,Before support,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,50.4,45.5,45.9,43.7,35.7,35.1,38.5,59.8,47.6
19A.30,2019-20,Achievement of independent housing on exit,All ages,Aboriginal and Torres Strait Islander people,All areas,Housing/accommodation assistance,Aboriginal and Torres Strait Islander people,,Clients who needed assistance to obtain or maintain independent housing; with independent housing,Aboriginal and Torres Strait Islander clients,After support,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,66.1,57.5,60.3,54.8,69.6,57.1,57.8,65.3,62.6
19A.30,2018-19,Achievement of independent housing on exit,All ages,All people,All areas,,,,Clients with independent housing,All clients,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,54831.0,89323.0,33875.0,20349.0,14534.0,4591.0,2403.0,6955.0,224348.0
19A.30,2018-19,Achievement of independent housing on exit,All ages,All people,All areas,,,,Clients with independent housing,All clients,Before support,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,50.9,57.9,45.3,59.4,47.3,41.0,43.7,56.2,53.1
19A.30,2018-19,Achievement of independent housing on exit,All ages,All people,All areas,,,,Clients with independent housing,All clients,After support,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,64.6,64.2,60.5,65.3,68.4,62.3,64.8,59.2,64.1
19A.30,2018-19,Achievement of independent housing on exit,All ages,Aboriginal and Torres Strait Islander people,All areas,,Aboriginal and Torres Strait Islander people,,Clients with independent housing,Aboriginal and Torres Strait Islander clients,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,16209.0,8365.0,12211.0,9418.0,3863.0,703.0,416.0,5844.0,57846.0
19A.30,2018-19,Achievement of independent housing on exit,All ages,Aboriginal and Torres Strait Islander people,All areas,,Aboriginal and Torres Strait Islander people,,Clients with independent housing,Aboriginal and Torres Strait Islander clients,Before support,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,47.0,49.9,43.2,62.0,38.9,34.2,38.1,55.5,49.7
19A.30,2018-19,Achievement of independent housing on exit,All ages,Aboriginal and Torres Strait Islander people,All areas,,Aboriginal and Torres Strait Islander people,,Clients with independent housing,Aboriginal and Torres Strait Islander clients,After support,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,61.1,57.9,58.3,66.5,63.0,58.4,51.0,57.8,61.0
19A.30,2018-19,Achievement of independent housing on exit,All ages,All people,All areas,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing; with independent housing,All clients,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,34824.0,45201.0,20655.0,6611.0,5470.0,3640.0,1571.0,1726.0,117691.0
19A.30,2018-19,Achievement of independent housing on exit,All ages,All people,All areas,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing; with independent housing,All clients,Before support,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,50.2,54.0,47.3,50.3,42.5,41.7,43.4,59.5,50.8
19A.30,2018-19,Achievement of independent housing on exit,All ages,All people,All areas,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing; with independent housing,All clients,After support,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,65.9,62.4,63.8,60.3,70.5,60.7,67.0,67.2,64.4
19A.30,2018-19,Achievement of independent housing on exit,All ages,Aboriginal and Torres Strait Islander people,All areas,Housing/accommodation assistance,Aboriginal and Torres Strait Islander people,,Clients who needed assistance to obtain or maintain independent housing; with independent housing,Aboriginal and Torres Strait Islander clients,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,10391.0,4182.0,6722.0,2231.0,1430.0,530.0,272.0,1359.0,26477.0
19A.30,2018-19,Achievement of independent housing on exit,All ages,Aboriginal and Torres Strait Islander people,All areas,Housing/accommodation assistance,Aboriginal and Torres Strait Islander people,,Clients who needed assistance to obtain or maintain independent housing; with independent housing,Aboriginal and Torres Strait Islander clients,Before support,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,47.8,46.3,42.9,44.0,38.6,32.0,38.7,60.8,46.1
19A.30,2018-19,Achievement of independent housing on exit,All ages,Aboriginal and Torres Strait Islander people,All areas,Housing/accommodation assistance,Aboriginal and Torres Strait Islander people,,Clients who needed assistance to obtain or maintain independent housing; with independent housing,Aboriginal and Torres Strait Islander clients,After support,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,63.6,56.5,59.9,55.5,68.5,56.6,47.7,68.1,61.5
19A.30,2017-18,Achievement of independent housing on exit,All ages,All people,All areas,,,,Clients with independent housing,All clients,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,52903.0,93574.0,32497.0,19477.0,14441.0,4718.0,2636.0,6740.0,224415.0
19A.30,2017-18,Achievement of independent housing on exit,All ages,All people,All areas,,,,Clients with independent housing,All clients,Before support,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,49.8,57.6,44.7,56.0,48.5,44.0,49.5,61.0,52.6
19A.30,2017-18,Achievement of independent housing on exit,All ages,All people,All areas,,,,Clients with independent housing,All clients,After support,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,63.7,63.9,61.3,62.6,69.1,61.8,67.2,66.0,63.9
19A.30,2017-18,Achievement of independent housing on exit,All ages,Aboriginal and Torres Strait Islander people,All areas,,Aboriginal and Torres Strait Islander people,,Clients with independent housing,Aboriginal and Torres Strait Islander clients,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,15101.0,8509.0,11805.0,8491.0,3799.0,690.0,456.0,5608.0,55874.0
19A.30,2017-18,Achievement of independent housing on exit,All ages,Aboriginal and Torres Strait Islander people,All areas,,Aboriginal and Torres Strait Islander people,,Clients with independent housing,Aboriginal and Torres Strait Islander clients,Before support,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,45.6,50.5,43.1,53.3,41.7,37.3,41.1,61.4,48.4
19A.30,2017-18,Achievement of independent housing on exit,All ages,Aboriginal and Torres Strait Islander people,All areas,,Aboriginal and Torres Strait Islander people,,Clients with independent housing,Aboriginal and Torres Strait Islander clients,After support,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,60.3,58.9,57.8,59.5,67.7,52.9,64.7,65.9,60.6
19A.30,2017-18,Achievement of independent housing on exit,All ages,All people,All areas,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing; with independent housing,All clients,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,32741.0,43534.0,19914.0,5507.0,5117.0,3650.0,1713.0,1709.0,111852.0
19A.30,2017-18,Achievement of independent housing on exit,All ages,All people,All areas,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing; with independent housing,All clients,Before support,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,49.6,52.9,47.3,47.6,41.9,44.2,50.1,62.6,50.3
19A.30,2017-18,Achievement of independent housing on exit,All ages,All people,All areas,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing; with independent housing,All clients,After support,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,66.2,61.1,64.7,58.8,69.1,61.2,69.8,70.8,64.1
19A.30,2017-18,Achievement of independent housing on exit,All ages,Aboriginal and Torres Strait Islander people,All areas,Housing/accommodation assistance,Aboriginal and Torres Strait Islander people,,Clients who needed assistance to obtain or maintain independent housing; with independent housing,Aboriginal and Torres Strait Islander clients,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,10026.0,3883.0,6506.0,1835.0,1291.0,497.0,305.0,1320.0,24987.0
19A.30,2017-18,Achievement of independent housing on exit,All ages,Aboriginal and Torres Strait Islander people,All areas,Housing/accommodation assistance,Aboriginal and Torres Strait Islander people,,Clients who needed assistance to obtain or maintain independent housing; with independent housing,Aboriginal and Torres Strait Islander clients,Before support,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,46.9,45.3,43.9,36.9,37.6,39.1,41.4,65.0,45.8
19A.30,2017-18,Achievement of independent housing on exit,All ages,Aboriginal and Torres Strait Islander people,All areas,Housing/accommodation assistance,Aboriginal and Torres Strait Islander people,,Clients who needed assistance to obtain or maintain independent housing; with independent housing,Aboriginal and Torres Strait Islander clients,After support,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,63.8,57.1,60.1,49.0,69.5,51.1,69.0,71.9,61.8
19A.30,2016-17,Achievement of independent housing on exit,All ages,All people,All areas,,,,Clients with independent housing,All clients,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,56151.0,88437.0,32755.0,20055.0,15203.0,5886.0,3085.0,6742.0,225563.0
19A.30,2016-17,Achievement of independent housing on exit,All ages,All people,All areas,,,,Clients with independent housing,All clients,Before support,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,49.9,55.5,45.0,55.1,47.6,48.8,46.8,64.4,52.0
19A.30,2016-17,Achievement of independent housing on exit,All ages,All people,All areas,,,,Clients with independent housing,All clients,After support,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,62.9,62.5,63.9,63.5,68.9,64.5,66.5,67.8,63.9
19A.30,2016-17,Achievement of independent housing on exit,All ages,Aboriginal and Torres Strait Islander people,All areas,,Aboriginal and Torres Strait Islander people,,Clients with independent housing,Aboriginal and Torres Strait Islander clients,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,15633.0,7574.0,11719.0,8490.0,3826.0,907.0,480.0,5456.0,54748.0
19A.30,2016-17,Achievement of independent housing on exit,All ages,Aboriginal and Torres Strait Islander people,All areas,,Aboriginal and Torres Strait Islander people,,Clients with independent housing,Aboriginal and Torres Strait Islander clients,Before support,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,46.9,48.7,44.7,53.3,38.9,44.1,37.5,66.9,49.4
19A.30,2016-17,Achievement of independent housing on exit,All ages,Aboriginal and Torres Strait Islander people,All areas,,Aboriginal and Torres Strait Islander people,,Clients with independent housing,Aboriginal and Torres Strait Islander clients,After support,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,61.3,57.3,61.3,62.8,67.4,60.8,57.9,69.4,62.5
