DATE,STATE,MONTH,CLIENT GROUP,MEASURE,VALUE
2020-05-31,SA,May20,Number of clients who are at risk of homelessness,proportion of national per 10k,1.1551981576513124
2020-05-31,SA,May20,Number of clients who are homeless,proportion of national per 10k,0.9836252486793853
2020-05-31,SA,May20,Number of clients who have experienced family and domestic violence,proportion of national per 10k,0.793260305110105
2020-05-31,SA,May20,Number of clients with a current mental health issue,proportion of national per 10k,1.0091578870299742
2020-05-31,SA,May20,Number of clients with problematic drug or alcohol issues,proportion of national per 10k,1.1363717109164742
2020-05-31,SA,May20,Number of indigenous clients,proportion of national per 10k,1.1622940512118687
2020-05-31,SA,May20,Number of nights in short-term/emergency accommodation,proportion of national per 10k,0.4982843358226394
2021-05-31,SA,May21,Number of clients accommodated in short-term/emergency accommodation,proportion of national per 10k,0.5700794715913328
2021-05-31,SA,May21,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national per 10k,0.27742431728869876
2021-05-31,SA,May21,Number of clients who are at risk of homelessness,proportion of national per 10k,1.1587434115423343
2021-05-31,SA,May21,Number of clients who are homeless,proportion of national per 10k,0.8623333653845211
2021-05-31,SA,May21,Number of clients who have experienced family and domestic violence,proportion of national per 10k,0.7154047890423582
2021-05-31,SA,May21,Number of clients with a current mental health issue,proportion of national per 10k,0.9276379388638107
2021-05-31,SA,May21,Number of clients with problematic drug or alcohol issues,proportion of national per 10k,0.9855795840819654
2021-05-31,SA,May21,Number of indigenous clients,proportion of national per 10k,1.0226428637087868
2021-05-31,SA,May21,Number of nights in short-term/emergency accommodation,proportion of national per 10k,0.5791959608599345
2022-05-31,SA,May22,Number of clients accommodated in short-term/emergency accommodation,proportion of national per 10k,0.44773052265516905
2022-05-31,SA,May22,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national per 10k,0.3359724095230396
2022-05-31,SA,May22,Number of clients who are at risk of homelessness,proportion of national per 10k,1.0956357476107865
2022-05-31,SA,May22,Number of clients who are homeless,proportion of national per 10k,1.0259997522872946
2022-05-31,SA,May22,Number of clients who have experienced family and domestic violence,proportion of national per 10k,0.6748329431076479
2022-05-31,SA,May22,Number of clients with a current mental health issue,proportion of national per 10k,0.9797838767346599
2022-05-31,SA,May22,Number of clients with problematic drug or alcohol issues,proportion of national per 10k,0.9350844062876149
2022-05-31,SA,May22,Number of indigenous clients,proportion of national per 10k,0.9957973046218976
2022-05-31,SA,May22,Number of nights in short-term/emergency accommodation,proportion of national per 10k,0.44637812005684524
2023-05-31,SA,May23,Number of clients accommodated in short-term/emergency accommodation,proportion of national per 10k,0.5551090461416774
2023-05-31,SA,May23,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national per 10k,0.3782438007682575
2023-05-31,SA,May23,Number of clients who are at risk of homelessness,proportion of national per 10k,1.1210454173401099
2023-05-31,SA,May23,Number of clients who are homeless,proportion of national per 10k,1.0755711178917946
2023-05-31,SA,May23,Number of clients who have experienced family and domestic violence,proportion of national per 10k,0.7068075412894254
2023-05-31,SA,May23,Number of clients with a current mental health issue,proportion of national per 10k,0.9792877986767347
2023-05-31,SA,May23,Number of clients with problematic drug or alcohol issues,proportion of national per 10k,0.8700217560415078
2023-05-31,SA,May23,Number of indigenous clients,proportion of national per 10k,1.002717187364864
2023-05-31,SA,May23,Number of nights in short-term/emergency accommodation,proportion of national per 10k,0.517008406019045
2017-11-30,SA,Nov17,Number of clients accommodated in short-term/emergency accommodation,proportion of national per 10k,0.7651749968303391
2017-11-30,SA,Nov17,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national per 10k,0.5226227126045908
2017-11-30,SA,Nov17,Number of clients who are at risk of homelessness,proportion of national per 10k,1.2233945768199577
2017-11-30,SA,Nov17,Number of clients who are homeless,proportion of national per 10k,1.0089959848188343
2017-11-30,SA,Nov17,Number of clients who have experienced family and domestic violence,proportion of national per 10k,0.9447591341692386
2017-11-30,SA,Nov17,Number of clients with a current mental health issue,proportion of national per 10k,0.9860254884362221
2017-11-30,SA,Nov17,Number of clients with problematic drug or alcohol issues,proportion of national per 10k,1.0482482614683277
2017-11-30,SA,Nov17,Number of indigenous clients,proportion of national per 10k,1.164364959756387
2017-11-30,SA,Nov17,Number of nights in short-term/emergency accommodation,proportion of national per 10k,0.8938025502114079
2018-11-30,SA,Nov18,Number of clients accommodated in short-term/emergency accommodation,proportion of national per 10k,0.6890510345479045
2018-11-30,SA,Nov18,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national per 10k,0.4619981511552303
2018-11-30,SA,Nov18,Number of clients who are at risk of homelessness,proportion of national per 10k,1.1310473102128844
2018-11-30,SA,Nov18,Number of clients who are homeless,proportion of national per 10k,1.0192062164462765
2018-11-30,SA,Nov18,Number of clients who have experienced family and domestic violence,proportion of national per 10k,0.8876707464239867
2018-11-30,SA,Nov18,Number of clients with a current mental health issue,proportion of national per 10k,0.9718300355367314
2018-11-30,SA,Nov18,Number of clients with problematic drug or alcohol issues,proportion of national per 10k,1.0078128021653967
2018-11-30,SA,Nov18,Number of indigenous clients,proportion of national per 10k,1.0892189284002294
2018-11-30,SA,Nov18,Number of nights in short-term/emergency accommodation,proportion of national per 10k,0.8052522257294165
2019-11-30,SA,Nov19,Number of clients accommodated in short-term/emergency accommodation,proportion of national per 10k,0.5978853526699625
2019-11-30,SA,Nov19,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national per 10k,0.43131147164110933
2019-11-30,SA,Nov19,Number of clients who are at risk of homelessness,proportion of national per 10k,1.0564652501353249
2019-11-30,SA,Nov19,Number of clients who are homeless,proportion of national per 10k,0.9359051114296483
2019-11-30,SA,Nov19,Number of clients who have experienced family and domestic violence,proportion of national per 10k,0.7858976235199342
2019-11-30,SA,Nov19,Number of clients with a current mental health issue,proportion of national per 10k,0.9363906376016319
2019-11-30,SA,Nov19,Number of clients with problematic drug or alcohol issues,proportion of national per 10k,0.9142904823740124
2019-11-30,SA,Nov19,Number of indigenous clients,proportion of national per 10k,1.0215081846335494
2019-11-30,SA,Nov19,Number of nights in short-term/emergency accommodation,proportion of national per 10k,0.5792966743630439
2020-11-30,SA,Nov20,Number of clients accommodated in short-term/emergency accommodation,proportion of national per 10k,0.5082294377237877
2020-11-30,SA,Nov20,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national per 10k,0.25559147681190536
2020-11-30,SA,Nov20,Number of clients who are at risk of homelessness,proportion of national per 10k,1.173095815894036
2020-11-30,SA,Nov20,Number of clients who are homeless,proportion of national per 10k,0.8748610454446201
2020-11-30,SA,Nov20,Number of clients who have experienced family and domestic violence,proportion of national per 10k,0.7396520039368291
2020-11-30,SA,Nov20,Number of clients with a current mental health issue,proportion of national per 10k,0.9484407610640543
2020-11-30,SA,Nov20,Number of clients with problematic drug or alcohol issues,proportion of national per 10k,1.0776632255917027
2020-11-30,SA,Nov20,Number of indigenous clients,proportion of national per 10k,1.073616036552642
2020-11-30,SA,Nov20,Number of nights in short-term/emergency accommodation,proportion of national per 10k,0.5007068138473487
2021-11-30,SA,Nov21,Number of clients accommodated in short-term/emergency accommodation,proportion of national per 10k,0.4508996849091153
2021-11-30,SA,Nov21,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national per 10k,0.2184321323589705
2021-11-30,SA,Nov21,Number of clients who are at risk of homelessness,proportion of national per 10k,1.119050199394117
2021-11-30,SA,Nov21,Number of clients who are homeless,proportion of national per 10k,1.0018130157853047
2021-11-30,SA,Nov21,Number of clients who have experienced family and domestic violence,proportion of national per 10k,0.6472418405045229
2021-11-30,SA,Nov21,Number of clients with a current mental health issue,proportion of national per 10k,0.9519256340214685
2021-11-30,SA,Nov21,Number of clients with problematic drug or alcohol issues,proportion of national per 10k,0.9563024092807118
2021-11-30,SA,Nov21,Number of indigenous clients,proportion of national per 10k,1.0281047395673526
2021-11-30,SA,Nov21,Number of nights in short-term/emergency accommodation,proportion of national per 10k,0.41910975276210016
2022-11-30,SA,Nov22,Number of clients accommodated in short-term/emergency accommodation,proportion of national per 10k,0.41921658603325473
2022-11-30,SA,Nov22,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national per 10k,0.32608287745502257
